???????????????????????????????????????????????????,,,,,,?????? ? ?????? 23 ?.?. 2569,,,
??????????,??????,????,???????????????,??????????,???????,????????????,????????,??????,????????
TPL,?????? ??????????? ????? (?????),mai,??????,-,?????? 1018 ??????????? ?????????? ???????????? ?????????????,10520,0-2360-7788,0-2360-7525,www.thaiparcels.com
TPLAS,?????? ???????????????????? (1994) ????? (?????),mai,????????????????,-,?????? 53/1 ??????? 4 ?????????????? ????????????? ???????????? ???????,11140,0-2191-8288-9,0-2191-8290,http://www.tpic.co.th
TPOLY,?????? ???????????? ????? (?????),SET,??????????????????????????,?????????????????????,"2,4 ?.?????????????? 29 ??? 8 ????????????????? ???????????? ??????????? ?????????????",10230,"0-2942-6491-6, 0-2943-2930-8",0-2942-6497-8,www.thaipolycons.co.th
TPP,?????? ???????????????????????? ????? (?????),SET,????????????????,??????????,9/9 ???? 6 ??????????? ???????????? ??????????? ???????????,10540,"0-2175-2201-8, 0-2175-2210-6","0-2175-2209, 0-2175-2218",www.tpppack.com
TPRIME,??????????????????????????????????????????????????????????? ????? ?????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,388 ???????????? ???????? ???? 39 ???? 3903 ??????????? ??????????? ?????????? ?????????????,10110,0-2258-4515,0-2258-4519,www.tprimereit.com
TPS,?????? ?????????????????????? ????? (?????),mai,?????????,-,?????? 99 ????????????? ????????????? ?????????? ?????????? ?????????????,10900,0-2112-9999,0-2112-9998,https://www.thepractical.co.th
TQM,?????? ????????? ????? ????? (?????),SET,?????????????,???????????????????????,123 ????????????? ???????????? ??????????? ?????????????,10230,0-2119-8888,0-2119-9000,https://www.tqmalpha.com
TQR,?????? ?? ??? ???? ????? (?????),mai,?????????????,-,46/7 ??????????????????? ???? 8 ????????????? ???????????? ??????????? ?????????????,10310,0-2150-8560,0-2150-8563,https://www.tqr.co.th
TR,?????? ???????? ????? (?????),SET,??????????????????,??????,"????????????????? ???? 16, 888/160-161 ??????????? ??????????? ?????????? ?????????????",10330,"0-2626-6377,0-2626-6383,0-2253-6749-53",-,www.thairayon.com
TRC,?????? ???????? ???????????? ????? (?????),SET,??????????????????????????,?????????????????????,?????? 8 ???????????? 5 ??? 32 ??????????? ????????? ?????????????,10220,0-2022-7777,0-2022-7788,www.trc-con.com
TRITN,?????? ?????? ??????? ????? (?????),SET,??????????????????????????,?????????????????????,?????? 60 ?????????????????? 19 ?????????????????? ???????????? ??????????? ?????????????,10230,0-2553-5000,0-2553-5091,www.triton.co.th
TRP,?????? ???????? ?????? ????? (?????),mai,??????,-,?????? 549 ?????????????????????? ?????????? ????????? ?????????????,10600,0-2438-4444,-,teerapornclinic.com
TRT,?????? ?????? ????? (?????),mai,????????????????,-,"???????????????????, 516/1 ???? 4 ??????????? ?????????? ?????????? ???????????",10280,0-2769-7699,-,www.tirathai.co.th
TRU,?????? ?????????????????? ????? (?????),SET,????????????????,???????,304 ?????????? ??????????????? ?????????? ?????????????,10160,"0-2420-0076, 0-2431-0065, 0-2431-0071-2","0-2812-0844, 0-2420-3664, 0-2814-5030",http://www.thairung.co.th
TRUBB,?????? ???????????????????????? ????? (?????),SET,???????????????????????,??????????????,99/1-3 ???? 13 ???????? 21 ????????-???? ??.7 ??????????? ??????????? ???????????,10540,"0-2033-2333, 0-2033-2300-88",0-2033-2389-99,www.thaitex.com
TRUE,?????? ??? ???????????? ????? (?????),SET,?????????,??????????????????????????????,18 ???????? ???????? ????????????? ???????????? ??????????? ?????????????,10310,0-2859-1111,-,http://www.truecorp.co.th
TRV,?????? ??.????.??. ???????? ???????? ????? (?????),mai,????????????????,-,"40,88/8-9 ????????? 76 ??? 1-3-1 ??????????????? ????????? ?????????????",10150,0-2451-1562-3,0-2451-2885,www.trvrubber.co.th
TSC,?????? ????????????? ????? (?????),SET,????????????????,???????,?????? 700/737 ??????? 1 ?????????? ??????????? ??????,20160,0-3844-7200-205,-,www.tscpcl.com
TSE,?????? ??? ??????? ???????????? ????? (?????),SET,????????,?????????????????????,?????? 725 ???????? ????? ??????? 19 ??????????? ???????????????? ???????? ?????????????,10110,0-2258-4530-3,0-2258-4534,http://www.thaisolarenergy.com
TSI,?????? ???????????????????? ????? (?????),SET,?????????????,???????????????????????,?????? 87 ????.??? ???????? ??????????? ???? ????15 ?????????? 1 ??? 4-6 ???????? ??????????? ?????????? ?????????????,10330,0-2853-8888,0-2853-8889,www.tsi.co.th
TSR,?????? ????????? ??????? ???????? ????? (?????),SET,??????????????????,????????????????????????????,43/9 ??????? 7 ???????????????? 4 ??????????? ????????????? ???????,11120,0-2819-8899,0-2962-6675,https://www.tsrplc.com
TSTE,?????? ????????? ????? (?????),SET,??????,??????????????????,90 ???? 1 ??????????? ?????????????????? ????????????? ?????????????? ???????????,10130,0-2183-4567,"0-2183-4561, 0-2183-4562",www.tstegroup.com
TSTH,?????? ???? ???? (?????????) ????? (?????),SET,????????????????,????? ??? ?????????????,?????? 555 ????? ??? ??? (????? ??) ???? 20 ??????????? ??????????? ?????????? ?????????????,10900,0-2937-1000,0-2937-1223-4,www.tatasteelthailand.com
TTA,?????? ?????????? ??????????? ????? (?????),SET,??????,??????????????????,"???????????? ???? 8, 26/26-27 ???????? ??????????? ??????????? ?????????? ?????????????",10330,0-2250-0569-74,"0-2657-1038, 0-2655-5631",http://www.thoresen.com
TTB,?????????????????? ????? (?????),SET,?????????????,??????,3000 ??????????? ????????? ?????????? ?????????????,10900,"0-2299-1111, 0-2617-9111",0-2299-2758,https://www.ttbbank.com
TTCL,?????? ????????? ????? (?????),SET,??????????????????????????,?????????????????????,"159/42-44 ?????????????????????? ???? 28 - 30, ???????? 21 (????) ???????????????? ???????? ?????????????",10110,0-2260-8505,0-2260-8525-6,www.ttcl.com
TTI,?????? ???????????? ????? (?????),SET,??????????????????,??????,385 ????1 ???????????? ??????????? ???????????? ?????????? ???????????,10280,0-2703-8484,"0-2387-1983, 0-2387-0894",www.tti.co.th
TTLPF,??????????????????????????????????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 1 ????????????????????? ???? 32 ?????????? ??????????? ??????? ?????????????,10120,0-2686-6100,0-2670-0430,-
TTT,?????? ???? ?????????? (?????????) ????? (?????),SET,??????????????????,??????,???????????? ???? 5 ?????? 20 ???????????? ???????? ????????? ?????????????,10500,0-2266-6600-7,0-2238-3957-8,www.toray.co.th
TTW,?????? ??????????? ????? (?????),SET,????????,?????????????????????,30/130 ???? 12 ?????????????? 5 ?????????? ???????????? ??????,73210,"0-2019-9490-3, 0-2019-9484-9",0-2420-6064,http://www.ttwplc.com
TU,?????? ??????????? ????? ????? (?????),SET,???????????????????????,???????????????????,"???????? ???? ???????? ???? M, 979/12 ??????????? ????????? ???????? ?????????????",10400,"0-2298-0024, 0-2298-0537-41",0-2298-0553,thaiunion.com
TU-PF,???????????????????????????????????? ?? ?? ??? ??????????????? ??????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,"???? 23A, 25 ???????????????????? ?????? 173/27-30, 32-33 ?????????? ?????????????? ??????? ?????????????",10120,0-2786-2000,0-2786-2370-74,-
TURBO,?????? ??????????? ????? (?????),SET,?????????????,????????????????????,?????? 500 ??????? 3 ????/???? ???????? ?????/??? ???????? ???????,11120,09-6294-1835,-,https://www.turbo.co.th/
TURTLE,?????? ???????? ????????? ????? (?????),mai,??????,-,1000/9 ??????? ????????? ????? - ????? ???????? ??????? 19 ?????????? 1901-1907 ??????????? ????????? ?????????? ?????????????,10900,0-2091-5900,0-2091-5928,www.superturtle.co.th
TVDH,?????? ?????? ????????? ????? (?????),mai,??????,-,?????? 25 ?.?????? ??????????? ????????? ?????????????,10230,0-2666-0999,0-2666-0488,http://www.tvdirect.tv
TVH,?????? ?????????? ????????? ????? (?????),SET,?????????????,???????????????????????,?????? 2 ?????????????? ????????? ???????????? ???????? ?????????????,10400,"0-2200-7307-8,0-2200-7412",0-2248-4406,https://thaivivatholdings.com
TVO,?????? ???????????? ????? (?????),SET,???????????????????????,???????????????????,149 ????????????? (??????-??????) ?????????? ????????? ?????????????,10600,0-2477-9020,"0-2477-9880, 0-2477-9894",www.tvothai.com
TVT,?????? ???? ???????? ????? (?????),mai,??????,-,1213/309-310 ??????????? 94 (????????) ????????? ??????????? ????????????? ?????????????,10310,0-2559-0022,0-2559-3609,http://www.tvthunder.co.th
TWP,?????? ??????????????? ????? (?????),SET,????????????????,????? ??? ?????????????,?????? 101/88 ??????? 20 ??????????????????? ?.????????? ?.???????? ????????,12120,0-2520-3855-64,0-2520-3865-66,www.thaiwireproducts.com
TWPC,?????? ????? ????? (?????),SET,???????????????????????,???????????????????,"?????? 21/11, 21/13 ?????????? 1 ???? 6 ?????????? ?????????????? ??????? ?????????????",10120,0-2285-0040,0-2285-0268,www.thaiwah.com
TWZ,?????? ???????????? ???????????? ????? (?????),SET,?????????,??????????????????????????????,?????? 269 ????????????? ?????????????? ????????? ?????????????,10400,0-2275-9789,0-2275-9798,www.twz.co.th
TYCN,???????????? ?????????? ????? (?????????) ????? (?????),SET,????????????????,????? ??? ?????????????,99 ???? 1 ????????????? ?????????????? ?????,21180,0-3365-8558,0-3863-6969,www.tycons.com
UAC,?????? ?????? ?????? ????? (?????),SET,????????????????,?????????????????????,?????? 1 ????? ???? ????? ?? ???? 19 ???????????????? 19 ???????????????? ??????????? ?????????? ?????????????,10900,0-2936-1701,0-2936-1700,www.uac.co.th
UBA,?????? ????????? ??????? ??????????? ????? (?????),mai,??????,-,???? 21 ????? ???????????? ?? ?????? 123 ???????????????? ????????? ?????????? ?????????????,10900,0-2789-3232,0-2617-8130,www.uba.co.th
UBE,?????? ???? ???? ??????? ????? (?????),SET,????????,?????????????????????,130-132 ?????????? ???????? 2 ???? 7 ???????? ??????????? ?????????? ?????????????,10330,0-2273-8666,0-2273-8668,www.ubonbioethanol.com
UBIS,?????? ????? (??????) ????? (?????),mai,????????????????,-,?????? 238 ????????????????? ???? 15 ???????? 4-6 ?????????????????????? ????????????? ?????????? ?????????????,10120,0-2683-0008,0-2294-2013,www.ubisasia.com
UEC,?????? ??????? ????????????? ????? (?????),mai,????????????????,-,109/92-95 ???? 19 ????????????? 66 ????????????? ??????????? ?????????????? ???????????,10130,0-2463-0100,0-2463-1910,www.unimit.com
UKEM,?????? ???????? ???????????? ????? (?????),mai,????????????????,-,"???????????????????, 728 ????????????? ????????? ?????????? ?????????????",10700,0-2881-8288,0-2433-7243-4,http://www.unionpetrochemical.com
UMI,?????? ????????????????? ????? (?????),SET,??????????????????????????,?????????????,"?????????? ???????? ?????? ????????? ???? 29, 65 ????????? 9 ??????????? ?????????????",10320,0-2248-7007-65,0-2248-7005-6,www.umi-tiles.com
UMS,?????? ????? ?????? ??????????? ????? (?????),mai,????????,-,26/23 ????? ??????? ???? 7 ???????? ??????????? ??????????? ?????????? ?????????????,10330,0-2655-7501-2,0-2655-7501-2,www.umspcl.com
UNIQ,?????? ????? ?????????????? ????? ???????????? ????? (?????),SET,??????????????????????????,?????????????????????,"?????? ????????????????????????? ???? 15, 200 ???? 4 ???????????? ???????????? ????????????? ???????",11120,0-2582-1888,0-2582-3196,http://www.unique.co.th
UOBKH,???????????????? ?????? ????????? (?????????) ????? (?????),SET,?????????????,????????????????????,?????? 130-132 ?????????? ???????? 1 ???? 3 ???????? ??????????? ?????????? ?????????????,10330,"0-2659-8000,0-2090-3333",-,https://www.utrade.co.th/
UP,?????? ??????????????? ????? (?????),SET,????????????????,?????????????????????,11/1 ???? 14 ???????????????????? ?????????? ??????????? ?????????? ?????????????,10510,0-2517-0109-14,0-2517-0529,www.unionplastic.co.th
UPF,?????? ?????????????????? ????? (?????),SET,??????????????????,??????,?????? 1 ?????????? 62 ??????????? ?????????? ?????????????,10510,0-2517-0105-8,"0-2517-0345, 0-2517-9056",www.unionpioneer.co.th
UPOIC,?????? ??????????????????????? ????? (?????),SET,???????????????????????,??????????????,64 ???? 1 ????????-???? 25 ????????? ???????? ?????????????,10260,0-2744-1046-8,0-2744-1049,www.upoic.co.th
UREKA,?????? ?????? ?????? ????? (?????),mai,????????????????,-,?????? 19 ??????? 11 ??????????? ???????????? ????????,12150,0-2192-3737,0-2192-3743-44,http://www.eurekadesign.co.th
UTP,?????? ???????? ??????? ????? (?????),SET,????????????????,??????????????????????,?????? 17 ??????????? ????????????? ?????????? ?????????????,10800,0-2910-2700-8,0-2910-2709,www.unitedpaper.co.th
UV,?????? ???????????? ????? (?????),SET,??????????????????????????,????????????????????,57 ????????????? ??????????? ???? 22 ???????? ??????????? ?????????? ?????????????,10330,0-2643-7100,0-2256-0505,www.univentures.co.th
UVAN,?????? ???????????????????? ????? (?????),SET,???????????????????????,??????????????,?????? 258 ??????????-??????? ?.?????????? ?.??????? ??????,81110,"0-7568-1116,0-7568-1126",-,www.univanich.com
VARO,?????? ???????? ????? (?????),SET,????????????????,?????????????????????????????,181 ?????? ????????????? ????????????? ?????????? ?????????????,10120,"0-2213-2514-7, 0-2231-2544",0-2287-2031,http://www.varopakorn.com
VCOM,?????? ???????? ????????? ????? (?????),mai,?????????,-,?????? 159/21 ?????????????? ???????? ???? 14 ???? 1401 ??????????? 21 (????) ???????????????? ???????? ?????????????,10110,0-2661-7979,0-2661-7969,www.vintcom.co.th
VGI,?????? ?????? ????? (?????),SET,??????,????????????????,?????? 1000/9 ???????????? ????????? ????? - ????? ???????? ??????? 27 ??????????? ????????? ?????????? ?????????????,10900,0-2273-8884,0-2273-8883,www.vgi.co.th
VIBHA,?????? ???????????????? ????? (?????),SET,??????,????????,51/3 ????????????? ?????????? ?????????? ?????????????,10900,"0-2579-9680-4, 0-2561-1258-67, 0-2941-2800","0-2561-1466, 0-2561-1462",http://www.vibhavadi.com
VIH,?????? ?????????????????? ????? (?????),SET,??????,????????,?????? 74/5 ???? 4 ??????????? ???????????? ??????????????? ?????????,74130,"0-2431-0070,1792",0-2431-1404,http://www.vichaivej.com
VL,?????? ??.???.?????????????? ????? (?????),mai,??????,-,41 ???????-?????? ???????????? ?????????? ?????????????,10400,0-2254-6604,0-2254-8749,www.vltanker.com
VNG,?????? ????? ????? ????? (?????),SET,??????????????????????????,?????????????,"2/1 ???????????? ?????????????, ?????????? ?????????????",10800,"0-2585-4900-3, 0-2913-2180-9",0-2587-9556,www.vanachai.com
VPO,?????? ????????????????????? ????? (?????),SET,???????????????????????,??????????????,2044 ?????????????? ?????????????????? ??????????? ??????????? ?????????????,10240,0-2314-4101-5,0-2319-7989,www.vcbpalmoil.com
VRANDA,?????? ??????? ??????? ????? (?????),SET,??????,?????????????????????????,?????? 555 ???????????????? ????? 2701-2704 ???? 27 ??????????? ??????????? ?????????? ?????????????,10900,0-2513-3003,0-2513-6844,https://www.verandaresort.com/
VS,?????? ???????? ?????????????? ????? (?????),mai,??????,-,?????? 1252 ??? ???????? 2 ????? 1 ???? 14-15 ?.???????? ??????????? ?????????? ?????????????,10250,0-2765-3999,-,www.gsc-servicecenter.com
WACOAL,?????? ???????? ????? (?????),SET,??????????????????,??????,132 ?????????????? 7 ??????????? ???????????? ?????????????,10120,"0-2289-3100-9, 0-2689-8300",0-2291-1788,www.wacoal.co.th
WARRIX,?????? ??????? ?????? ????? (?????),mai,??????????????????,-,849/6-8 ???????????? 6 ??????????? ?????????? ?????????????,10330,0-2117-1300,-,www.warrix.co.th
WASH,?????? ??????? ?? ????? (?????),mai,??????,-,?????? 689 ??????? 10 ????/???? ?????????? ?????/??? ???????????????? ???????????,10270,0-2666-4646,-,https://www.washxpressth.com/
WAVE,?????? ??? ??????????????? ????? (?????),SET,??????,??????????????,"?????? 2445/19,21 ????????????? ???????? ???????? ???? 14 ??? ??????????????? ??????????? ??????????? ?????????????",10310,0-2665-6705,-,http://www.wave-groups.com
WELL,?????? ??? ??????????? ???????????? ????? (?????),mai,??????????????????????????,-,?????? 21/2 ???????????????????? ???? 3 ?????????? 19 ?????????? ??????????? ?????????? ?????????????,10240,0-2121-7819,-,http://www.wellmanagement.co.th
WFX,?????? ????????????? ????? (?????),SET,??????????????????,??????,?????? 1/7 ?????????????? ??????? 3 ???? 3B ????????-???? 34 ???????????? ???????? ?????????????,10260,0-2398-7188,0-2398-7187,https://www.worldflex.net/
WGE,?????? ??? ???? ?????????????? ????? (?????),SET,??????????????????????????,?????????????????????,?????? 50/1203 ???? 9 ?????????? ????????????? ???????,11120,0-2981-7992?4,"0-2981-7995, 0-2981-7970",www.well-graded.com
WHA,?????? ???????????? ???????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 777 ????????????????? ???????? ???? 23-25 ??????? 13 ?????????? (?????-????) ??.7 ??????????? ??????????? ???????????,10540,0-2753-3750,0-2753-2750,https://www.wha-group.com
WHABT,??????????????????????????????????????????????????????????????? ???????? ??????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,777 ????????????????? ???????? ???? 22 ??????? 13 ?????????? (?????-????) ??.7 ??????????? ??????????? ???????????,10540,0-2753-3159,0-2753-3527,www.whabt.com
